Class,cg-na,cg-npm,Pattern Name,count
io.questdb.griffin.engine.functions.cast.CastStrToByteFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.lt.LtLong256FunctionFactory,2,12,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastBooleanToLong256FunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastLongToIntFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastLongToLong256FunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastStrToTimestampFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.eq.EqCharCharFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.geohash.GeoHashFromCoordinatesFunctionFactory,9,13,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.eq.EqUuidFunctionFactory,3,11,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastSymbolToLong256FunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.math.LnDoubleFunctionFactory,1,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.lock.AdvisoryUnlockAll,0,18,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.math.SqrtDoubleFunctionFactory,1,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastLongToDateFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastDateToLong256FunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastIntToShortFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.catalogue.DumpThreadStacksFunctionFactory,8,11,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.LastDoubleGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.str.StartsWithStrFunctionFactory,2,9,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.MinTimestampGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastTimestampToFloatFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.catalogue.IsTableVisibleCatalogueFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.groupby.LastIntGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.groupby.CountFloatGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.bool.InStrFunctionFactory,2,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastCharToIntFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.math.AbsLongFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.lt.LtIntFunctionFactory,2,12,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.MaxStrGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastDoubleToIntFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.date.ToTimezoneTimestampFunctionFactory,2,9,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.HaversineDistDegreeGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastGeoHashToGeoHashFunctionFactory,24,32,Factory Method;Template Method;Decorator;State,14
io.questdb.griffin.engine.functions.cast.CastDoubleToCharFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.date.DayOfMonthFunctionFactory,1,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.date.SystimestampFunctionFactory,5,10,State;Factory Method;Decorator;(Object)Adapter,5
io.questdb.griffin.engine.functions.groupby.FirstSymbolGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.math.RemFloatFunctionFactory,2,9,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.eq.EqBooleanFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.rnd.RndCharFunctionFactory,4,9,Factory Method;Decorator;(Object)Adapter,4
io.questdb.griffin.engine.functions.lt.LtLongFunctionFactory,2,12,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.str.ToUppercaseFunctionFactory,3,10,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.CountStrGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.rnd.RndByteFunctionFactory,6,9,Factory Method;Decorator;(Object)Adapter,4
io.questdb.griffin.engine.functions.str.ConcatFunctionFactory,3,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.groupby.MinDateGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.groupby.FirstByteGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.regex.RegexpReplaceStrFunctionFactory,14,12,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.FirstLongGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.date.DateTruncFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastBooleanToStrFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastSymbolToShortFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.MaxDateGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastStrToSymbolFunctionFactory,8,23,Factory Method;Decorator;State,5
io.questdb.griffin.engine.functions.rnd.ListFunctionFactory,6,21,Factory Method;Decorator;(Object)Adapter,5
io.questdb.griffin.engine.functions.rnd.RndIntCCFunctionFactory,4,9,Factory Method;Decorator;(Object)Adapter,4
io.questdb.griffin.engine.functions.table.TouchTableFunctionFactory,16,18,Factory Method;Decorator;State,5
io.questdb.griffin.engine.functions.str.RPadFunctionFactory,8,9,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.CountGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.rnd.RndUuidFunctionFactory,1,8,Factory Method;Decorator;(Object)Adapter,4
io.questdb.griffin.engine.functions.cast.CastDateToLongFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastSymbolToLongFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.date.ToStrTimestampFunctionFactory,16,15,Factory Method;Decorator;State,5
io.questdb.griffin.engine.functions.math.SubTimestampFunctionFactory,2,10,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.eq.EqBinaryFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.test.TestMatchFunctionFactory,12,15,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastDateToShortFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.CountDistinctLongGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.eq.EqIntFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.groupby.FirstDateGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.groupby.LastCharGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.groupby.CountDoubleGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastByteToFloatFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.SumLong256GroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.bool.BetweenTimestampFunctionFactory,6,12,Factory Method;Decorator;State,5
io.questdb.griffin.engine.functions.cast.CastDoubleToBooleanFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastShortToLong256FunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.math.AbsShortFunctionFactory,1,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.LastDateGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.math.Atan2DoubleFunctionFactory,5,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.bool.InSymbolFunctionFactory,8,10,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.LastSymbolGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastDateToStrFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.str.RPadStrFunctionFactory,9,10,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.KSumDoubleGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.rnd.RndDateFunctionFactory,3,9,Factory Method;Decorator;(Object)Adapter,4
io.questdb.griffin.engine.functions.eq.EqSymCharFunctionFactory,2,11,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.VarcharCastHelperFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastStrToDateFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.math.NegLongFunctionFactory,1,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.FirstGeoHashGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastLongToStrFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.table.ReaderPoolFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.groupby.CountDistinctSymbolGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.str.ReplaceStrFunctionFactory,9,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.date.NowFunctionFactory,5,16,State;Factory Method;Decorator;(Object)Adapter,5
io.questdb.griffin.engine.functions.cast.CastStrToIntFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.rnd.RndIntFunctionFactory,4,9,Factory Method;Decorator;(Object)Adapter,4
io.questdb.griffin.engine.functions.regex.MatchCharFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.groupby.MaxIntGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastByteToBooleanFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.math.RoundDownDoubleFunctionFactory,6,13,Factory Method;Decorator;State,6
io.questdb.griffin.engine.functions.str.LTrimFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.rnd.RndDoubleCCFunctionFactory,2,9,Factory Method;Decorator;(Object)Adapter,4
io.questdb.griffin.engine.functions.eq.EqLong128FunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastSymbolToCharFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastDateToByteFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.MaxTimestampGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.math.NegDoubleFunctionFactory,1,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.rnd.RndLongFunctionFactory,4,9,Factory Method;Decorator;(Object)Adapter,4
io.questdb.griffin.engine.functions.cast.CastBooleanToSymbolFunctionFactory,2,21,Factory Method;Decorator;State,5
io.questdb.griffin.engine.functions.math.SinDoubleFunctionFactory,4,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.bool.InUuidFunctionFactory,2,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.LastByteGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.math.DivLongFunctionFactory,2,9,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.FirstFloatGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.groupby.MinBooleanGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastByteToTimestampFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastStrToGeoHashFunctionFactory,3,15,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.str.ToLowercaseFunctionFactory,3,10,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.date.YearFunctionFactory,1,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.catalogue.TypeOfFunctionFactory,10,8,State;Factory Method;Decorator;(Object)Adapter,5
io.questdb.griffin.engine.functions.math.AcosDoubleFunctionFactory,4,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.catalogue.PgGetPartKeyDefFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.groupby.MinDoubleGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastDoubleToByteFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.conditional.NullIfStrFunctionFactory,2,9,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastByteToShortFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastFloatToShortFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastDateToBooleanFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.math.RoundHalfEvenDoubleFunctionFactory,12,13,Factory Method;Decorator;State,6
io.questdb.griffin.engine.functions.str.LengthStrFunctionFactory,1,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastBooleanToDoubleFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.math.NegFloatFunctionFactory,1,9,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.rnd.RndLogFunctionFactory,3,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastStrToUuidFunctionFactory,1,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.rnd.RndShortCCFunctionFactory,3,9,Factory Method;Decorator;(Object)Adapter,4
io.questdb.griffin.engine.functions.math.MulLongFunctionFactory,2,9,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.math.BitwiseNotIntFunctionFactory,1,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastShortToBooleanFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.eq.EqByteFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastStrToBooleanFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.catalogue.CurrentUserFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.table.TableColumnsFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.date.SecondOfMinuteFunctionFactory,1,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.rnd.RndSymbolFunctionFactory,8,23,Factory Method;Decorator;(Object)Adapter,5
io.questdb.griffin.engine.functions.math.RadiansDoubleFunctionFactory,4,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.CountGeoHashGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastLong256ToLongFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.test.TestDataUnavailableFunctionFactory,10,11,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastDoubleToLongFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastLongToCharFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.math.AddFloatFunctionFactory,2,9,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.FirstCharGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastSymbolToIntFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.groupby.FirstIntGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.date.AddLongToTimestampFunctionFactory,2,10,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.bool.AllNotEqStrFunctionFactory,2,9,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastFloatToByteFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastCharToShortFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastBooleanToFloatFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.str.LPadStrFunctionFactory,9,10,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.math.FloorDoubleFunctionFactory,1,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.math.DivFloatFunctionFactory,2,9,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.math.DivDoubleFunctionFactory,2,9,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastUuidToStrFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastByteToCharFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastShortToLongFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.str.SplitPartCharFunctionFactory,16,21,Factory Method;Template Method;Decorator;Bridge,5
io.questdb.griffin.engine.functions.groupby.CountSymbolGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.bin.Base64FunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.math.BitwiseOrIntFunctionFactory,2,9,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.lt.LtTimestampFunctionFactory,2,12,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.rnd.RndBooleanFunctionFactory,4,9,Factory Method;Decorator;(Object)Adapter,4
io.questdb.griffin.engine.functions.cast.CastShortToStrFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.groupby.MinStrGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.long128.LongsToLong128FunctionFactory,2,11,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.LastGeoHashGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.groupby.NSumDoubleGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.math.PowDoubleFunctionFactory,2,9,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastFloatToTimestampFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.array.IntArrayDereferenceHackFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastIntToCharFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.date.IsLeapYearFunctionFactory,1,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastByteToLongFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastByteToLong256FunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastCharToBooleanFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastSymbolToTimestampFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastTimestampToByteFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastSymbolToDateFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastDateToFloatFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.math.RoundUpDoubleFunctionFactory,12,13,Factory Method;Decorator;State,6
io.questdb.griffin.engine.functions.cast.CastTimestampToLong256FunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastFloatToDateFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.catalogue.PgGetSITExprFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.math.BitwiseAndIntFunctionFactory,2,9,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.math.DegreesDoubleFunctionFactory,4,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.math.AsinDoubleFunctionFactory,4,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.StdDevSampleDoubleGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastCharToByteFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.math.CeilFloatFunctionFactory,1,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastShortToTimestampFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastLongToBooleanFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastTimestampToDateFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.FirstUuidGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastStrToLong256FunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.eq.EqTimestampFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastLongToFloatFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.rnd.RndDoubleFunctionFactory,4,9,Factory Method;Decorator;(Object)Adapter,4
io.questdb.griffin.engine.functions.rnd.RndShortFunctionFactory,4,9,Factory Method;Decorator;(Object)Adapter,4
io.questdb.griffin.engine.functions.NegatingFunctionFactory,6,5,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastIntToDoubleFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.bool.InCharFunctionFactory,2,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.IsLongOrderedGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastStrToDoubleFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.date.MonthOfYearFunctionFactory,1,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.math.CeilDoubleFunctionFactory,1,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.catalogue.TxIDCurrentFunctionFactory,6,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.math.AddIntFunctionFactory,2,9,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastBooleanToIntFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.eq.EqStrFunctionFactory,3,13,Factory Method;Decorator;State,5
io.questdb.griffin.engine.functions.groupby.LastFloatGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.date.TimestampDiffFunctionFactory,27,23,State;Factory Method;Decorator;(Object)Adapter,9
io.questdb.griffin.engine.functions.date.DayOfWeekSundayFirstFunctionFactory,1,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.FirstTimestampGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastDoubleToLong256FunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastTimestampToDoubleFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.math.RoundDoubleZeroScaleFunctionFactory,1,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastDateToSymbolFunctionFactory,10,24,Factory Method;Decorator;State,5
io.questdb.griffin.engine.functions.cast.CastStrToLongFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastStrToBinaryFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.groupby.CountDistinctStringGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.groupby.MaxCharGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.array.StrArrayDereferenceFunctionFactory,2,9,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastLong256ToStrFunctionFactory,3,9,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.test.TestNPEFactory,4,9,Factory Method;Decorator;Singleton,4
io.questdb.griffin.engine.functions.date.WeekOfYearFunctionFactory,1,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.StringAggGroupByFunctionFactory,15,35,State;Factory Method;Decorator;(Object)Adapter,6
io.questdb.griffin.engine.functions.cast.CastTimestampToIntFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.date.ToPgDateFunctionFactory,1,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.table.MemoryMetricsFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.conditional.CoalesceFunctionFactory,24,28,Factory Method;Decorator;State,14
io.questdb.griffin.engine.functions.groupby.MinLongGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.date.DayOfWeekFunctionFactory,1,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.MinFloatGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.math.AtanDoubleFunctionFactory,4,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastTimestampToBooleanFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.math.AddLong256FunctionFactory,4,11,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.date.MicrosOfSecondFunctionFactory,1,8,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.groupby.MinCharGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.test.TestSumXDoubleGroupByFunctionFactory,0,9,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.cast.CastCharToDoubleFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.cast.CastBooleanToDateFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.rnd.RndLong256FunctionFactory,6,10,Factory Method;Decorator;(Object)Adapter,4
io.questdb.griffin.engine.functions.rnd.RndStringListFunctionFactory,6,12,Factory Method;Decorator;(Object)Adapter,5
io.questdb.griffin.engine.functions.cast.CastTimestampToLongFunctionFactory,0,6,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.rnd.RndSymbolListFunctionFactory,6,21,Factory Method;Decorator;(Object)Adapter,5
io.questdb.griffin.engine.functions.cast.CastByteToDoubleFunctionFactory,1,7,Factory Method;Decorator;State,4
io.questdb.griffin.engine.functions.str.RightFunctionFactory,8,13,Factory Method;Decorator;State,5
io.questdb.griffin.engine.functions.cast.AbstractEntityCastFunctionFactory,0,3,Factory Method;Decorator,3
io.questdb.griffin.engine.functions.bool.NotFunctionFactory,1,8,Factory Method;Decorator;State,4
