Instance ID,Pattern,mg-ca,mg-ce,Number of Classes,cg-na,cg-npm,TD,Minor,Major,Critical
599,(Object)Adapter,798,4,2,2,30,0,0,0,0
600,(Object)Adapter,755,24,2,8,54,0,0,0,0
601,(Object)Adapter,58,6,2,13,17,0,0,0,0
602,(Object)Adapter,3,15,2,8,6,0,0,0,0
603,(Object)Adapter,7,24,2,14,43,0,0,0,0
604,(Object)Adapter,44,22,2,20,35,0,0,0,0
605,(Object)Adapter,128,11,2,7,11,0,0,0,0
606,(Object)Adapter,38,17,2,10,5,1,0,1,0
31,(Object)Adapter,226,50,2,10,65,5,1,2,1
32,(Object)Adapter,53,8,2,0,12,4,1,2,1
33,(Object)Adapter,138,22,2,10,55,4,1,2,1
34,(Object)Adapter,22,159,2,53,72,41,6,12,23
35,(Object)Adapter,1,69,2,8,8,0,0,0,0
36,(Object)Adapter,3,92,2,13,9,1,1,0,0
37,(Object)Adapter,24,51,2,16,43,15,4,6,5
38,(Object)Adapter,57,83,2,22,76,19,4,4,8
39,(Object)Adapter,76,92,2,30,75,41,6,12,23
40,(Object)Adapter,38,37,2,6,35,23,3,10,8
41,(Object)Adapter,58,22,2,9,39,17,5,5,7
42,(Object)Adapter,131,42,2,14,51,8,3,3,2
43,(Object)Adapter,130,21,2,7,25,2,0,0,2
44,(Object)Adapter,130,23,2,7,26,2,0,0,2
45,(Object)Adapter,114,86,2,22,101,19,4,4,8
46,(Object)Adapter,113,96,2,30,103,41,6,12,23
47,(Object)Adapter,114,16,2,0,50,2,0,2,0
48,(Object)Adapter,35,51,2,26,48,15,4,6,5
49,(Object)Adapter,22,34,2,6,29,22,2,10,8
50,(Object)Adapter,9,24,2,6,21,4,3,1,0
51,(Object)Adapter,10,5,2,0,6,3,1,2,0
52,(Object)Adapter,9,20,2,5,18,8,5,3,0
53,(Object)Adapter,29,5,2,0,14,5,3,2,0
54,(Object)Adapter,12,16,2,8,32,8,2,3,2
55,(Object)Adapter,10,3,2,0,4,2,0,2,0
