Class,Patterns,cg-na,cg-npm
io.questdb.griffin.engine.functions.cast.AbstractEntityCastFunctionFactory,"Factory Method, Decorator",0,3
io.questdb.griffin.engine.functions.bool.NotFunctionFactory,"State, Factory Method, Decorator",1,8
io.questdb.griffin.engine.functions.metadata.BuildFunctionFactory,"Factory Method, Decorator",3,9
io.questdb.griffin.engine.functions.cast.CastLongToGeoHashFunctionFactory,"State, Factory Method, Decorator",4,14
io.questdb.griffin.engine.functions.math.BitwiseAndLongFunctionFactory,"State, Factory Method, Decorator",2,9
io.questdb.griffin.engine.functions.math.AddDoubleFunctionFactory,"State, Factory Method, Decorator",2,9
io.questdb.griffin.engine.functions.cast.CastBooleanToTimestampFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.conditional.NullIfLongFunctionFactory,"State, Factory Method, Decorator",2,9
io.questdb.griffin.engine.functions.cast.CastFloatToLong256FunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.cast.CastFloatToStrFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.regex.NotMatchCharFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.math.BitwiseNotLongFunctionFactory,"State, Factory Method, Decorator",1,8
io.questdb.griffin.engine.functions.catalogue.CursorDereferenceFunctionFactory,"State, Factory Method, Decorator",3,10
io.questdb.griffin.engine.functions.bool.InTimestampTimestampFunctionFactory,"State, Factory Method, Decorator",2,11
io.questdb.griffin.engine.functions.groupby.CountDistinctIntGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.rnd.RndBinCCCFunctionFactory,"(Object)Adapter, Factory Method, Decorator",12,17
io.questdb.griffin.engine.functions.groupby.LastUuidGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.math.RoundDoubleFunctionFactory,"State, Factory Method, Decorator",6,13
io.questdb.griffin.engine.functions.rnd.RndLongCCFunctionFactory,"(Object)Adapter, Factory Method, Decorator",4,9
io.questdb.griffin.engine.functions.math.TanDoubleFunctionFactory,"State, Factory Method, Decorator",4,8
io.questdb.cairo.sql.Function,"(Object)Adapter, Factory Method, State, Bridge",0,20961
io.questdb.metrics.MetricsRegistry,"Proxy2, (Object)Adapter, Factory Method, Decorator",0,33
io.questdb.metrics.NullMetricsRegistry,"Proxy2, Factory Method, Decorator",0,27
io.questdb.metrics.MetricsRegistryImpl,"(Object)Adapter, Factory Method, Decorator",3,19
io.questdb.metrics.Counter,"(Object)Adapter, Factory Method, State",0,18
io.questdb.metrics.CounterWithOneLabel,"Factory Method, State",0,2
io.questdb.metrics.CounterWithTwoLabels,"Factory Method, State",0,2
io.questdb.metrics.DoubleGauge,"Factory Method, Singleton",2,2
io.questdb.metrics.LongGauge,"(Object)Adapter, Factory Method, State",0,35
io.questdb.network.PeerDisconnectedException,Singleton,1,0
io.questdb.network.PeerIsSlowToWriteException,Singleton,1,0
io.questdb.network.NoSpaceLeftInResponseBufferException,Singleton,1,0
io.questdb.network.EpollFacadeImpl,Singleton,1,8
io.questdb.network.ServerDisconnectException,Singleton,1,0
io.questdb.network.PeerIsSlowToReadException,Singleton,1,0
io.questdb.NullIndexFrameCursor,Singleton,1,1
io.questdb.std.NumericException,Singleton,1,0
io.questdb.std.StationaryMillisClock,Singleton,1,1
io.questdb.std.str.StdoutSink,Singleton,6,4
io.questdb.std.datetime.TimeZoneRuleFactory,Singleton,5,2
io.questdb.std.datetime.DateLocaleFactory,Singleton,5,2
io.questdb.std.ex.BytecodeException,Singleton,1,0
io.questdb.std.ex.ZLibException,Singleton,1,0
io.questdb.cutlass.line.LineProtoMicroTimestampAdapter,Singleton,1,2
io.questdb.cutlass.line.LineProtoHourTimestampAdapter,Singleton,1,2
io.questdb.cutlass.line.LineProtoNanoTimestampAdapter,Singleton,1,2
io.questdb.cutlass.line.LineProtoException,Singleton,1,0
io.questdb.cutlass.line.LineProtoSecondTimestampAdapter,Singleton,1,2
io.questdb.cutlass.line.udp.Utf8RepairContinue,Singleton,1,0
io.questdb.cutlass.line.udp.LineUdpParserSupport,"State, Singleton",2,0
io.questdb.cutlass.line.LineProtoMinuteTimestampAdapter,Singleton,1,2
io.questdb.cutlass.line.LineProtoMilliTimestampAdapter,Singleton,1,2
io.questdb.cutlass.auth.AnonymousAuthenticator,Singleton,1,6
io.questdb.cutlass.auth.AuthenticatorException,Singleton,1,0
io.questdb.cutlass.text.Utf8Exception,Singleton,1,0
io.questdb.cutlass.text.AbstractTextLexer,"Template Method, Singleton, Bridge",79,35
io.questdb.cutlass.text.types.IntAdapter,Singleton,1,4
io.questdb.cutlass.text.types.BooleanAdapter,Singleton,1,3
io.questdb.cutlass.text.types.ShortAdapter,Singleton,1,3
io.questdb.cutlass.text.types.DoubleAdapter,Singleton,1,3
io.questdb.cutlass.text.types.FloatAdapter,Singleton,1,3
io.questdb.cutlass.text.types.BadDateAdapter,Singleton,1,3
io.questdb.cutlass.text.types.ByteAdapter,Singleton,1,3
io.questdb.cutlass.text.types.UuidAdapter,Singleton,1,3
io.questdb.cutlass.text.types.BadTimestampAdapter,Singleton,1,4
io.questdb.cutlass.text.types.CharAdapter,Singleton,1,3
io.questdb.cutlass.text.types.LongAdapter,Singleton,1,5
io.questdb.cutlass.text.types.Long256Adapter,Singleton,2,3
io.questdb.cutlass.http.ex.TooFewBytesReceivedException,Singleton,1,0
io.questdb.cutlass.http.ex.BufferOverflowException,Singleton,1,0
io.questdb.cutlass.http.ex.RetryFailedOperationException,Singleton,1,0
io.questdb.cutlass.http.ex.RetryOperationException,Singleton,1,0
io.questdb.cutlass.pgwire.AuthenticationException,Singleton,1,0
io.questdb.cutlass.pgwire.BadProtocolException,Singleton,1,0
io.questdb.mp.OpenBarrier,"Decorator, Singleton",2,16
io.questdb.mp.AlertedException,Singleton,1,0
io.questdb.mp.NullWaitStrategy,Singleton,1,4
io.questdb.mp.TimeoutException,Singleton,1,0
io.questdb.BuildInformationHolder,Singleton,6,7
io.questdb.DefaultFactoryProvider,Singleton,1,5
io.questdb.cairo.sql.WriterOutOfDateException,Singleton,1,0
io.questdb.cairo.sql.InvalidColumnException,Singleton,1,0
io.questdb.cairo.sql.SqlExecutionCircuitBreaker,"(Object)Adapter, State, Singleton, Bridge",68,374
io.questdb.cairo.pool.ex.PoolClosedException,Singleton,1,0
io.questdb.cairo.SymbolValueCountCollector,"(Object)Adapter, State, Singleton",3,3
io.questdb.cairo.security.AllowAllSecurityContextFactory,Singleton,1,1
io.questdb.cairo.security.AllowAllSecurityContext,Singleton,1,0
io.questdb.cairo.security.ReadOnlySecurityContext,Singleton,1,33
io.questdb.cairo.security.DenyAllSecurityContext,Singleton,1,2
io.questdb.cairo.DefaultLifecycleManager,Singleton,1,1
io.questdb.cairo.vm.NullMemoryMR,Singleton,1,33
io.questdb.cairo.vm.api.NullMemory,Singleton,1,68
io.questdb.cairo.IndexFrame,"(Object)Adapter, Singleton",6,4
io.questdb.cairo.AlterTableContextException,Singleton,1,0
io.questdb.cairo.wal.BasicWalInitializerFactory,Singleton,1,1
io.questdb.cairo.wal.BasicWalInitializer,Singleton,1,1
io.questdb.log.LogFactory,"Decorator, Singleton",31,24
io.questdb.log.NullLogRecord,Singleton,1,23
io.questdb.griffin.EmptyRecordMetadata,Singleton,1,1
io.questdb.griffin.AnyRecordMetadata,Singleton,1,2
io.questdb.griffin.QueryFutureUpdateListener,"State, Singleton",2,6
io.questdb.griffin.engine.EmptyTableRecordCursor,Singleton,2,7
io.questdb.griffin.engine.EmptyTableNoSizeRecordCursor,Singleton,2,6
io.questdb.griffin.engine.table.NoMoreFramesException,Singleton,1,0
io.questdb.griffin.engine.functions.constants.LongTypeConstant,Singleton,1,1
io.questdb.griffin.engine.functions.constants.DoubleTypeConstant,Singleton,1,1
io.questdb.griffin.engine.functions.constants.Long128Constant,Singleton,3,3
io.questdb.griffin.engine.functions.constants.ByteConstant,Singleton,2,3
io.questdb.griffin.engine.functions.constants.GeoLongConstant,Singleton,2,2
io.questdb.griffin.engine.functions.constants.CharTypeConstant,Singleton,1,1
io.questdb.griffin.engine.functions.constants.FloatTypeConstant,Singleton,1,1
io.questdb.griffin.engine.functions.constants.ShortTypeConstant,Singleton,1,1
io.questdb.griffin.engine.functions.constants.GeoShortConstant,Singleton,2,2
io.questdb.griffin.engine.functions.constants.IntConstant,Singleton,2,3
io.questdb.griffin.engine.functions.constants.GeoIntConstant,Singleton,2,2
io.questdb.griffin.engine.functions.constants.ShortConstant,Singleton,2,3
io.questdb.griffin.engine.functions.constants.TimestampTypeConstant,Singleton,1,1
io.questdb.griffin.engine.functions.constants.ByteTypeConstant,Singleton,1,1
io.questdb.griffin.engine.functions.constants.RegProcedureTypeConstant,Singleton,1,1
io.questdb.griffin.engine.functions.constants.DateTypeConstant,Singleton,1,1
io.questdb.griffin.engine.functions.constants.Long256NullConstant,Singleton,1,2
io.questdb.griffin.engine.functions.constants.StringArrayTypeConstant,Singleton,1,1
io.questdb.griffin.engine.functions.constants.BooleanTypeConstant,Singleton,1,1
io.questdb.griffin.engine.functions.constants.StrTypeConstant,Singleton,1,4
io.questdb.griffin.engine.functions.constants.IntTypeConstant,Singleton,1,1
io.questdb.griffin.engine.functions.constants.Long256TypeConstant,Singleton,1,3
io.questdb.griffin.engine.functions.constants.TimestampConstant,Singleton,2,3
io.questdb.griffin.engine.functions.constants.SymbolTypeConstant,"Decorator, Singleton",2,12
io.questdb.griffin.engine.functions.constants.NullConstant,Singleton,2,39
io.questdb.griffin.engine.functions.constants.DoubleConstant,Singleton,2,3
io.questdb.griffin.engine.functions.constants.FloatConstant,Singleton,2,3
io.questdb.griffin.engine.functions.constants.DateConstant,Singleton,2,3
io.questdb.griffin.engine.functions.constants.CharConstant,Singleton,2,3
io.questdb.griffin.engine.functions.constants.RegClassTypeConstant,Singleton,1,1
io.questdb.griffin.engine.functions.constants.UuidConstant,Singleton,3,3
io.questdb.griffin.engine.functions.constants.UuidTypeConstant,Singleton,1,2
io.questdb.griffin.engine.functions.constants.NullBinConstant,Singleton,1,3
io.questdb.griffin.engine.functions.constants.GeoByteConstant,Singleton,2,2
io.questdb.griffin.engine.functions.constants.BinTypeConstant,Singleton,1,2
io.questdb.griffin.SqlOptimiser,"(Object)Adapter, Singleton",13,0
io.questdb.metrics.NullCounter,Singleton,1,6
io.questdb.metrics.NullLongGauge,Singleton,1,6
io.questdb.test.std.TestFilesFacadeImpl,"State, Singleton",0,0
io.questdb.test.tools.StationaryMicrosClock,Singleton,0,0
io.questdb.std.LongLongHashSet,"Strategy, (Object)Adapter",20,14
io.questdb.cutlass.http.HttpHeaderParser,(Object)Adapter,32,19
io.questdb.std.Uuid,(Object)Adapter,7,16
io.questdb.griffin.engine.functions.bind.UuidBindVariable,(Object)Adapter,1,2
io.questdb.std.Long256Impl,"(Object)Adapter, Proxy",18,39
io.questdb.griffin.engine.functions.bind.Long256BindVariable,(Object)Adapter,1,7
io.questdb.griffin.engine.functions.groupby.AvgDoubleGroupByFunction,"State, (Object)Adapter, Decorator",6,23
io.questdb.griffin.engine.functions.groupby.CountDistinctIntGroupByFunction,"State, (Object)Adapter, Decorator",16,46
io.questdb.griffin.engine.functions.groupby.CountDistinctLong256GroupByFunction,"State, (Object)Adapter, Decorator",16,46
io.questdb.griffin.engine.functions.groupby.CountDistinctLongGroupByFunction,"State, (Object)Adapter, Decorator",16,46
io.questdb.griffin.engine.functions.groupby.CountDistinctStringGroupByFunction,"State, (Object)Adapter, Decorator",16,46
io.questdb.griffin.engine.functions.groupby.CountDistinctSymbolGroupByFunction,"State, (Object)Adapter, Decorator",16,46
io.questdb.griffin.engine.functions.groupby.CountDistinctUuidGroupByFunction,"State, (Object)Adapter, Decorator",16,38
io.questdb.griffin.engine.functions.groupby.FirstByteGroupByFunction,"State, (Object)Adapter, Decorator",6,22
io.questdb.griffin.engine.functions.groupby.FirstCharGroupByFunction,"State, (Object)Adapter, Decorator",6,22
io.questdb.griffin.engine.functions.groupby.FirstDateGroupByFunction,"State, (Object)Adapter, Decorator",6,19
io.questdb.griffin.engine.functions.groupby.FirstDoubleGroupByFunction,"State, (Object)Adapter, Decorator",6,22
io.questdb.griffin.engine.functions.groupby.FirstFloatGroupByFunction,"State, (Object)Adapter, Decorator",6,22
io.questdb.griffin.engine.functions.groupby.FirstGeoHashGroupByFunctionByte,"State, (Object)Adapter, Decorator",6,31
io.questdb.griffin.engine.functions.groupby.FirstGeoHashGroupByFunctionInt,"State, (Object)Adapter, Decorator",6,31
io.questdb.griffin.engine.functions.groupby.FirstGeoHashGroupByFunctionLong,"State, (Object)Adapter, Decorator",6,31
io.questdb.griffin.engine.functions.groupby.FirstGeoHashGroupByFunctionShort,"State, (Object)Adapter, Decorator",6,31
io.questdb.griffin.engine.functions.groupby.FirstIntGroupByFunction,"State, (Object)Adapter, Decorator",6,25
io.questdb.griffin.engine.functions.groupby.FirstLongGroupByFunction,"State, (Object)Adapter, Decorator",6,22
io.questdb.griffin.engine.functions.groupby.FirstShortGroupByFunction,"State, (Object)Adapter, Decorator",6,22
io.questdb.griffin.engine.functions.groupby.FirstTimestampGroupByFunction,"State, (Object)Adapter, Decorator",6,19
io.questdb.griffin.engine.functions.groupby.FirstUuidGroupByFunction,"State, (Object)Adapter, Decorator",6,22
io.questdb.griffin.engine.functions.groupby.HaversineDistDegreeGroupByFunction,"State, (Object)Adapter, Decorator",15,35
io.questdb.griffin.engine.functions.groupby.IsLongOrderedGroupByFunction,"State, (Object)Adapter, Decorator",9,17
io.questdb.griffin.engine.functions.groupby.KSumDoubleGroupByFunction,"State, (Object)Adapter, Decorator",6,23
io.questdb.griffin.engine.functions.groupby.MaxCharGroupByFunction,"State, (Object)Adapter, Decorator",6,17
io.questdb.griffin.engine.functions.groupby.MaxDateGroupByFunction,"State, (Object)Adapter, Decorator",6,17
io.questdb.griffin.engine.functions.groupby.MaxDoubleGroupByFunction,"State, (Object)Adapter, Decorator",6,20
io.questdb.griffin.engine.functions.groupby.MaxFloatGroupByFunction,"State, (Object)Adapter, Decorator",6,20
io.questdb.griffin.engine.functions.groupby.MaxIntGroupByFunction,"State, (Object)Adapter, Decorator",6,23
io.questdb.griffin.engine.functions.groupby.MaxLongGroupByFunction,"State, (Object)Adapter, Decorator",6,20
io.questdb.griffin.engine.functions.groupby.MaxStrGroupByFunction,"State, (Object)Adapter, Decorator",16,47
io.questdb.griffin.engine.functions.groupby.MaxTimestampGroupByFunction,"State, (Object)Adapter, Decorator",6,17
io.questdb.griffin.engine.functions.groupby.MinCharGroupByFunction,"State, (Object)Adapter, Decorator",6,17
io.questdb.griffin.engine.functions.groupby.MinDateGroupByFunction,"State, (Object)Adapter, Decorator",6,17
io.questdb.griffin.engine.functions.groupby.MinDoubleGroupByFunction,"State, (Object)Adapter, Decorator",6,20
io.questdb.griffin.engine.functions.groupby.MinFloatGroupByFunction,"State, (Object)Adapter, Decorator",6,20
io.questdb.griffin.engine.functions.groupby.MinIntGroupByFunction,"State, (Object)Adapter, Decorator",6,23
io.questdb.griffin.engine.functions.groupby.MinLongGroupByFunction,"State, (Object)Adapter, Decorator",6,20
io.questdb.griffin.engine.functions.groupby.MinStrGroupByFunction,"State, (Object)Adapter, Decorator",16,47
io.questdb.griffin.engine.functions.groupby.MinTimestampGroupByFunction,"State, (Object)Adapter, Decorator",6,17
io.questdb.griffin.engine.functions.groupby.NSumDoubleGroupByFunction,"State, (Object)Adapter, Decorator",6,23
io.questdb.griffin.engine.functions.groupby.StdDevSampleDoubleGroupByFunction,"State, (Object)Adapter, Decorator",6,23
io.questdb.griffin.engine.functions.groupby.SumDoubleGroupByFunction,"State, (Object)Adapter, Decorator",6,23
io.questdb.griffin.engine.functions.groupby.SumFloatGroupByFunction,"State, (Object)Adapter, Decorator",6,23
io.questdb.griffin.engine.functions.groupby.SumIntGroupByFunction,"State, (Object)Adapter, Decorator",6,23
io.questdb.griffin.engine.functions.groupby.SumLong256GroupByFunction,"State, (Object)Adapter, Decorator",6,26
io.questdb.griffin.engine.functions.groupby.SumLongGroupByFunction,"State, (Object)Adapter, Decorator",6,23
io.questdb.griffin.engine.functions.test.TestSumDoubleGroupByFunction,"State, (Object)Adapter, Decorator",6,20
io.questdb.griffin.engine.functions.test.TestSumStringGroupByFunction,"State, (Object)Adapter, Decorator",9,26
io.questdb.griffin.engine.functions.test.TestSumTDoubleGroupByFunction,"State, (Object)Adapter, Decorator",9,23
io.questdb.std.ObjList,"(Object)Adapter, Proxy",117,1209
io.questdb.mp.RingQueue,(Object)Adapter,10,6
io.questdb.cutlass.text.CopyRequestJob,"(Object)Adapter, Template Method, State",162,9
io.questdb.network.AbstractIODispatcher,"(Object)Adapter, Template Method, Bridge",440,69
io.questdb.griffin.engine.groupby.vect.SumLong256VectorAggregateFunction,"(Object)Adapter, State",45,56
io.questdb.griffin.engine.groupby.vect.DistinctFunc,"(Object)Adapter, State",0,42
io.questdb.griffin.engine.groupby.vect.KeyValueFunc,"(Object)Adapter, State",0,42
io.questdb.griffin.engine.groupby.vect.AvgDoubleVectorAggregateFunction,"(Object)Adapter, State",32,44
io.questdb.griffin.engine.groupby.vect.AvgIntVectorAggregateFunction,"(Object)Adapter, State",32,44
io.questdb.griffin.engine.groupby.vect.AvgLongVectorAggregateFunction,"(Object)Adapter, State",32,44
io.questdb.griffin.engine.groupby.vect.KSumDoubleVectorAggregateFunction,"(Object)Adapter, State",36,40
io.questdb.griffin.engine.groupby.vect.MaxDateVectorAggregateFunction,"(Object)Adapter, State",24,40
io.questdb.griffin.engine.groupby.vect.MaxDoubleVectorAggregateFunction,"(Object)Adapter, State",24,40
io.questdb.griffin.engine.groupby.vect.MaxIntVectorAggregateFunction,"(Object)Adapter, State",24,40
io.questdb.griffin.engine.groupby.vect.MaxLongVectorAggregateFunction,"(Object)Adapter, State",24,40
io.questdb.griffin.engine.groupby.vect.MaxTimestampVectorAggregateFunction,"(Object)Adapter, State",24,40
io.questdb.griffin.engine.groupby.vect.MinDateVectorAggregateFunction,"(Object)Adapter, State",24,40
io.questdb.griffin.engine.groupby.vect.MinDoubleVectorAggregateFunction,"(Object)Adapter, State",24,40
io.questdb.griffin.engine.groupby.vect.MinIntVectorAggregateFunction,"(Object)Adapter, State",24,40
io.questdb.griffin.engine.groupby.vect.MinLongVectorAggregateFunction,"(Object)Adapter, State",24,40
io.questdb.griffin.engine.groupby.vect.MinTimestampVectorAggregateFunction,"(Object)Adapter, State",24,40
io.questdb.griffin.engine.groupby.vect.NSumDoubleVectorAggregateFunction,"(Object)Adapter, State",48,40
io.questdb.griffin.engine.groupby.vect.SumDateVectorAggregateFunction,"(Object)Adapter, State",24,40
io.questdb.griffin.engine.groupby.vect.SumDoubleVectorAggregateFunction,"(Object)Adapter, State",36,40
io.questdb.griffin.engine.groupby.vect.SumIntVectorAggregateFunction,"(Object)Adapter, State",24,40
io.questdb.griffin.engine.groupby.vect.SumLongVectorAggregateFunction,"(Object)Adapter, State",24,40
io.questdb.griffin.engine.groupby.vect.SumTimestampVectorAggregateFunction,"(Object)Adapter, State",24,40
io.questdb.griffin.engine.functions.rnd.RndStringMemory,(Object)Adapter,10,6
io.questdb.griffin.engine.groupby.vect.CountVectorAggregateFunction,"(Object)Adapter, State",6,22
io.questdb.cutlass.http.processors.JsonQueryProcessorState,"(Object)Adapter, State",230,127
io.questdb.cairo.sql.RecordCursorFactory,"State, (Object)Adapter, Proxy, Decorator",45,300
io.questdb.cutlass.http.processors.TextQueryProcessorState,(Object)Adapter,36,4
io.questdb.std.AtomicIntList,(Object)Adapter,4,7
io.questdb.cairo.wal.WalWriter,"(Object)Adapter, State",626,431
io.questdb.cairo.wal.WalWriterEvents,"(Object)Adapter, State",20,1
io.questdb.cutlass.text.ParallelCsvFileImporter,"(Object)Adapter, Proxy, State",608,180
io.questdb.std.str.StringSink,(Object)Adapter,9,144
io.questdb.cutlass.text.TextMetadataDetector,"(Object)Adapter, Proxy, State",70,26
io.questdb.cairo.ColumnVersionWriter,"(Object)Adapter, State",10,30
io.questdb.cairo.TableWriterMetadata,(Object)Adapter,8,15
io.questdb.cairo.TxWriter,"(Object)Adapter, State",68,185
io.questdb.log.SyncLogger,"State, (Object)Adapter, Decorator",52,158
io.questdb.std.ThreadLocal,"(Object)Adapter, State",4,7
io.questdb.log.Logger,"State, (Object)Adapter, Decorator",52,162
io.questdb.std.IntList,"(Object)Adapter, Proxy",64,480
io.questdb.griffin.engine.table.BwdTableReaderPageFrameCursor,"State, (Object)Adapter, Decorator",146,63
io.questdb.griffin.engine.table.FwdTableReaderPageFrameCursor,"State, (Object)Adapter, Decorator",146,63
io.questdb.griffin.UpdateOperatorImpl,"(Object)Adapter, State",84,7
io.questdb.griffin.DropIndexOperator,"(Object)Adapter, State",24,1
io.questdb.cutlass.text.CopyContext,(Object)Adapter,5,5
io.questdb.cutlass.text.CopyRequestTask,(Object)Adapter,10,12
io.questdb.cairo.wal.ApplyWal2TableJob,"(Object)Adapter, Template Method, State",136,10
io.questdb.std.IntLongHashMap,"(Object)Adapter, Template Method",4,8
io.questdb.griffin.PurgingOperator,"(Object)Adapter, State",28,10
io.questdb.griffin.engine.functions.bind.StrBindVariable,(Object)Adapter,3,17
io.questdb.cairo.sql.VirtualRecord,"(Object)Adapter, Decorator",12,140
io.questdb.std.ObjHashSet,(Object)Adapter,8,11
io.questdb.cairo.map.CompactMap,(Object)Adapter,75,35
io.questdb.cairo.map.FastMap,"(Object)Adapter, Template Method",61,77
io.questdb.cairo.sql.async.PageFrameSequence,"(Object)Adapter, State",145,118
io.questdb.cairo.wal.WalReader,"(Object)Adapter, State",42,39
io.questdb.griffin.engine.table.FilterOnValuesRecordCursorFactory,"(Object)Adapter, Template Method",48,16
io.questdb.cutlass.line.udp.CharSequenceCache,"(Object)Adapter, State",0,2
io.questdb.cutlass.line.udp.LineUdpParserImpl,"(Object)Adapter, State",651,95
io.questdb.cairo.ptt.IsoDatePartitionFormat,"(Object)Adapter, Decorator",4,4
io.questdb.cairo.PartitionBy,"State, (Object)Adapter, Decorator",28,13
io.questdb.cairo.O3PartitionPurgeJob,"(Object)Adapter, Template Method, State",35,5
io.questdb.log.TemplateParser,(Object)Adapter,9,10
io.questdb.log.LogRollingFileWriter,"(Object)Adapter, Template Method, State",328,82
io.questdb.log.HttpLogRecordSink,(Object)Adapter,8,14
io.questdb.log.LogAlertSocketWriter,"(Object)Adapter, Template Method, State",192,115
io.questdb.std.str.Path,(Object)Adapter,45,200
io.questdb.cairo.sql.PageAddressCacheRecord,"(Object)Adapter, State",30,90
io.questdb.cairo.TableReaderRecord,(Object)Adapter,3,33
io.questdb.cairo.TableReaderSelectedColumnRecord,(Object)Adapter,8,62
io.questdb.cairo.wal.WalDataRecord,(Object)Adapter,2,33
io.questdb.network.IOContextFactoryImpl,(Object)Adapter,2,3
io.questdb.network.Epoll,"(Object)Adapter, State",14,11
io.questdb.network.IODispatcherLinux,"(Object)Adapter, Template Method",12,2
io.questdb.network.Kqueue,"(Object)Adapter, State",18,25
io.questdb.network.IODispatcherOsx,"(Object)Adapter, Template Method",14,2
io.questdb.cairo.RebuildColumnBase,"(Object)Adapter, Template Method, Bridge",50,45
io.questdb.griffin.SqlCompiler,"(Object)Adapter, Proxy, State",133,63
io.questdb.std.DirectLongList,"(Object)Adapter, State",24,60
io.questdb.cairo.map.Map,"(Object)Adapter, State",0,217
io.questdb.griffin.engine.table.LatestByAllSymbolsFilteredRecordCursor,"(Object)Adapter, Template Method, State",35,20
io.questdb.griffin.engine.table.LatestByAllFilteredRecordCursor,"(Object)Adapter, Template Method, State",15,14
io.questdb.griffin.engine.table.LatestByAllRecordCursor,"(Object)Adapter, Template Method, State",6,8
io.questdb.cairo.vm.api.MemoryARW,(Object)Adapter,0,4
io.questdb.griffin.engine.join.LongChain,(Object)Adapter,2,4
io.questdb.cairo.vm.MemorySRImpl,"(Object)Adapter, State",21,17
io.questdb.cairo.SymbolColumnIndexer,"(Object)Adapter, Proxy",18,40
io.questdb.cutlass.text.CsvFileIndexer,"(Object)Adapter, State",288,51
io.questdb.std.FilesFacade,"(Object)Adapter, State",36,2412
io.questdb.cairo.TableToken,(Object)Adapter,20,35
io.questdb.std.IntHashSet,"(Object)Adapter, Template Method",4,28
io.questdb.std.LowerCaseCharSequenceObjHashMap,"(Object)Adapter, Template Method",3,36
io.questdb.griffin.engine.ops.AlterOperation,"(Object)Adapter, State",137,75
io.questdb.log.LogAlertSocket,"(Object)Adapter, State",78,39
io.questdb.test.cairo.TableModel,"(Object)Adapter, State",0,0
io.questdb.cairo.vm.api.MemoryMR,(Object)Adapter,0,3
io.questdb.cairo.IndexBuilder,"(Object)Adapter, Template Method, Proxy, State",20,9
io.questdb.mp.SCSequence,(Object)Adapter,0,35
io.questdb.log.LogConsoleWriter,"(Object)Adapter, Template Method",10,5
io.questdb.log.LogFileWriter,"(Object)Adapter, Template Method",26,15
io.questdb.mp.Sequence,"(Object)Adapter, State, Bridge",0,56
io.questdb.mp.AbstractQueueConsumerJob,"(Object)Adapter, Template Method, Bridge",6,0
io.questdb.log.Log,"State, (Object)Adapter, Decorator, Bridge",0,2516
io.questdb.cutlass.text.TextMetadataParser,"(Object)Adapter, State",64,8
io.questdb.cutlass.http.HttpConnectionContext,"(Object)Adapter, State",120,108
io.questdb.cairo.RecoverVarIndex,"(Object)Adapter, Template Method, State",3,0
io.questdb.test.log.LogAlertSocketTest,(Object)Adapter,0,0
io.questdb.cairo.CairoConfiguration,"State, (Object)Adapter, Decorator, Bridge",180,6948
io.questdb.std.Rnd,(Object)Adapter,180,840
io.questdb.griffin.engine.functions.rnd.RndStrFunction,(Object)Adapter,4,3
io.questdb.griffin.engine.table.HeapRowCursorFactory,(Object)Adapter,8,8
io.questdb.griffin.engine.table.SequentialRowCursorFactory,"(Object)Adapter, Decorator",16,14
io.questdb.griffin.engine.table.AbstractTreeSetRecordCursorFactory,"(Object)Adapter, Template Method, Bridge",6,0
io.questdb.griffin.engine.table.DataFrameRecordCursorFactory,"(Object)Adapter, Template Method, State",48,40
io.questdb.griffin.engine.table.LatestByValueFilteredRecordCursorFactory,"(Object)Adapter, Template Method, State",6,6
io.questdb.griffin.engine.table.DataFrameRecordCursorImpl,"(Object)Adapter, State",25,37
io.questdb.griffin.engine.table.FilterOnExcludedValuesRecordCursorFactory,"(Object)Adapter, Template Method",54,15
io.questdb.griffin.engine.table.SortedSymbolIndexRecordCursorFactory,"(Object)Adapter, Template Method",2,6
io.questdb.griffin.engine.table.LatestByValueIndexedFilteredRecordCursor,"(Object)Adapter, State",21,15
io.questdb.griffin.engine.table.LatestByValueIndexedFilteredRecordCursorFactory,"(Object)Adapter, Template Method",4,4
io.questdb.griffin.engine.table.LatestByValueListRecordCursor,"(Object)Adapter, State",39,21
io.questdb.griffin.engine.table.LatestByDeferredListValuesFilteredRecordCursorFactory,"(Object)Adapter, Template Method",10,4
io.questdb.TelemetryJob,"(Object)Adapter, Template Method, State",12,4
io.questdb.cairo.ColumnPurgeJob,"(Object)Adapter, Template Method, State",130,15
io.questdb.cairo.wal.WalPurgeJob,"(Object)Adapter, Template Method, State",133,20
io.questdb.std.ConcurrentHashMap,"(Object)Adapter, Template Method",186,155
io.questdb.cairo.pool.AbstractMultiTenantPool,"(Object)Adapter, Template Method, Bridge",60,26
io.questdb.cairo.pool.WriterPool,"(Object)Adapter, Template Method, State",84,43
io.questdb.griffin.SqlExecutionContext,"(Object)Adapter, State, Bridge",0,344
io.questdb.std.IntStack,(Object)Adapter,7,9
io.questdb.griffin.SqlExecutionContextImpl,"(Object)Adapter, State",100,171
