Class,TotalBrokenRules,Minor,Major,Critical,Info
hbase-balancer:src/main/java/org/apache/hadoop/hbase/master/balancer/RegionReplicaCandidateGenerator.java,1,0.0,0.0,0.0,0.0
hbase-balancer:src/main/java/org/apache/hadoop/hbase/master/balancer/RegionReplicaHostCostFunction.java,1,0.0,0.0,0.0,0.0
hbase-balancer:src/main/java/org/apache/hadoop/hbase/master/balancer/SimpleLoadBalancer.java,15,0.0,0.0,0.0,0.0
hbase-balancer:src/main/java/org/apache/hadoop/hbase/master/balancer/StochasticLoadBalancer.java,13,0.0,0.0,0.0,0.0
hbase-balancer:src/main/java/org/apache/hadoop/hbase/master/balancer/TableSkewCostFunction.java,1,0.0,0.0,0.0,0.0
hbase-balancer:src/test/java/org/apache/hadoop/hbase/favored/TestFavoredNodeAssignmentHelper.java,22,0.0,0.0,0.0,0.0
hbase-balancer:src/test/java/org/apache/hadoop/hbase/favored/TestStartcodeAgnosticServerName.java,1,0.0,0.0,0.0,0.0
hbase-balancer:src/test/java/org/apache/hadoop/hbase/master/TestRegionPlan.java,2,0.0,0.0,0.0,0.0
hbase-balancer:src/test/java/org/apache/hadoop/hbase/master/balancer/BalancerTestBase.java,5,0.0,0.0,0.0,0.0
hbase-balancer:src/test/java/org/apache/hadoop/hbase/master/balancer/DummyClusterInfoProvider.java,3,0.0,0.0,0.0,0.0
hbase-balancer:src/test/java/org/apache/hadoop/hbase/master/balancer/LoadBalancerPerformanceEvaluation.java,9,0.0,0.0,0.0,0.0
hbase-balancer:src/test/java/org/apache/hadoop/hbase/master/balancer/StochasticBalancerTestBase.java,2,0.0,0.0,0.0,0.0
hbase-balancer:src/test/java/org/apache/hadoop/hbase/master/balancer/TestBaseLoadBalancer.java,6,0.0,0.0,0.0,0.0
hbase-balancer:src/test/java/org/apache/hadoop/hbase/master/balancer/TestRegionHDFSBlockLocationFinder.java,3,0.0,0.0,0.0,0.0
hbase-balancer:src/test/java/org/apache/hadoop/hbase/master/balancer/TestSimpleLoadBalancer.java,2,0.0,0.0,0.0,0.0
hbase-balancer:src/test/java/org/apache/hadoop/hbase/master/balancer/TestStochasticLoadBalancer.java,6,0.0,0.0,0.0,0.0
hbase-balancer:src/test/java/org/apache/hadoop/hbase/master/balancer/TestStochasticLoadBalancerBalanceCluster.java,1,0.0,0.0,0.0,0.0
hbase-balancer:src/test/java/org/apache/hadoop/hbase/master/balancer/TestStochasticLoadBalancerHeterogeneousCost.java,6,0.0,0.0,0.0,0.0
hbase-balancer:src/test/java/org/apache/hadoop/hbase/master/balancer/TestStochasticLoadBalancerMidCluster.java,1,0.0,0.0,0.0,0.0
hbase-balancer:src/test/java/org/apache/hadoop/hbase/master/balancer/TestStochasticLoadBalancerRegionReplicaWithRacks.java,2,0.0,0.0,0.0,0.0
hbase-checkstyle:src/main/resources/hbase/checkstyle.xml,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/CallQueueTooBigException.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/CatalogFamilyFormat.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/ClientMetaTableAccessor.java,7,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/ClusterMetricsBuilder.java,5,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/Coprocessor.java,3,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/DoNotRetryIOException.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/RegionLocations.java,10,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/RegionMetrics.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/RegionMetricsBuilder.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/ServerMetricsBuilder.java,4,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/TableNotFoundException.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/UnknownRegionException.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/AbstractRpcBasedConnectionRegistry.java,2,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/Action.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/Admin.java,12,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/AdminOverAsyncAdmin.java,4,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/AsyncAdmin.java,9,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/AsyncAdminBuilder.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/AsyncBatchRpcRetryingCaller.java,4,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/AsyncBufferedMutatorImpl.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/AsyncConnectionImpl.java,2,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/AsyncNonMetaRegionLocator.java,11,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/AsyncRegionLocationCache.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/AsyncRegionLocator.java,2,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/AsyncRegionLocatorHelper.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/AsyncRpcRetryingCaller.java,2,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/AsyncRpcRetryingCallerFactory.java,5,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/AsyncScanSingleRegionRpcRetryingCaller.java,6,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/AsyncSingleRequestRpcRetryingCaller.java,2,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/AsyncTable.java,6,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/AsyncTableBuilder.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/AsyncTableImpl.java,9,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/AsyncTableResultScanner.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/BalanceRequest.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/BalanceResponse.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/BalancerDecision.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/BalancerRejection.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/BatchScanResultCache.java,2,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/BufferedMutator.java,3,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/BufferedMutatorOverAsyncBufferedMutator.java,2,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/BufferedMutatorParams.java,10,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/CatalogReplicaLoadBalanceSimpleSelector.java,7,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/ClientCoprocessorRpcController.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/ClientUtil.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/ClusterStatusListener.java,3,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/ColumnFamilyDescriptorBuilder.java,11,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/ConnectionFactory.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/ConnectionOverAsyncConnection.java,2,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/ConnectionUtils.java,11,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/CoprocessorBlockingRpcCallback.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/CoprocessorDescriptorBuilder.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/Delete.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/Get.java,7,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/HBaseHbck.java,2,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/ImmutableScan.java,2,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/Increment.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/LogQueryFilter.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/MasterRegistry.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/MetricsConnection.java,18,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/MultiResponse.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/MutableRegionInfo.java,3,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/Mutation.java,11,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/NoServerForRegionException.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/OnlineLogRecord.java,2,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/Operation.java,2,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/OperationWithAttributes.java,3,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/PackagePrivateFieldAccessor.java,2,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/PerClientRandomNonceGenerator.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/Put.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/Query.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/RawAsyncHBaseAdmin.java,106,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/RawAsyncTableImpl.java,25,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/RegionInfo.java,7,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/RegionInfoBuilder.java,5,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/RegionInfoDisplay.java,6,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/RegionLocatorOverAsyncTableRegionLocator.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/RegionReplicaUtil.java,3,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/RegistryEndpointsRefresher.java,2,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/RequestController.java,2,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/RequestControllerFactory.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/Result.java,10,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/RetriesExhaustedWithDetailsException.java,7,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/RowTooBigException.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/RpcConnectionRegistry.java,2,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/Scan.java,13,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/SimpleRequestController.java,5,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/SnapshotDescription.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/SyncCoprocessorRpcChannel.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/Table.java,12,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/TableDescriptor.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/TableDescriptorBuilder.java,29,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/TableDescriptorUtils.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/TableOverAsyncTable.java,18,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/TableState.java,2,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/ZKConnectionRegistry.java,2,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/backoff/ServerStatistics.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/metrics/ScanMetrics.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/replication/ReplicationPeerConfigUtil.java,12,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/trace/IpcClientSpanBuilder.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/client/trace/TableOperationSpanBuilder.java,2,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/exceptions/ClientExceptionsUtil.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/exceptions/FailedSanityCheckException.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/exceptions/MasterStoppedException.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/exceptions/MergeRegionException.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/exceptions/PreemptiveFastFailException.java,7,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/exceptions/RegionMovedException.java,2,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/exceptions/RequestTooBigException.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/exceptions/UnknownProtocolException.java,2,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/filter/BigDecimalComparator.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/filter/ColumnCountGetFilter.java,2,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/filter/ColumnPaginationFilter.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/filter/ColumnPrefixFilter.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/filter/ColumnRangeFilter.java,1,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/filter/ColumnValueFilter.java,2,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/filter/CompareFilter.java,5,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/filter/DependentColumnFilter.java,2,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/filter/FamilyFilter.java,2,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/filter/Filter.java,12,0.0,0.0,0.0,0.0
hbase-client:src/main/java/org/apache/hadoop/hbase/filter/FilterBase.java,2,0.0,0.0,0.0,0.0
